;album;num_album;nome;letra;data
37;25 (Target Exclusive);11.0;Sweetest Devotion;"[Intro]

[Verse 1]
With your loving, there ain't nothing that I can't adore
The way I'm running with you, honey
Means we can break every law
I find it funny that you're the only one I never looked for
There is something in your loving that tears down my walls

[Pre-Chorus]
I wasn't ready then, I'm ready now
I'm heading straight for you
You will only be eternally
The one that I belong to
[Chorus]
The sweetest devotion
Hit me like an explosion
All of my life, I've been frozen
The sweetest devotion I know

[Verse 2]
I'll forever be whatever you want me to be
I'll go under and all over for your clarity
When you wonder if I'm gonna lose my way home
Just remember, that come whatever, I'll be yours all along

[Pre-Chorus]
I wasn't ready then, I'm ready now
I'm heading straight for you
You will only be eternally
The one that I belong to

[Chorus]
The sweetest devotion
Hit me like an explosion
All of my life, I've been frozen
The sweetest devotion I know

[Bridge]
I've been looking for you, baby
In every face that I've ever known
And there is something 'bout the way you love me
That finally feels like home
You're my light, you're my darkness
You're the right kind of madness
You're my hope, you're my despair
You're my scope of everything, everywhere";2015-11-20
38;25 (Target Exclusive);12.0;Can’t Let Go;"[Verse 1]
When did it go wrong? I will never know
I have loved you all my life
How did it slow down? I go round and around
Thinking about it all the time

[Pre-Chorus]
I gave you heaven on a platter baby
I gave you everything you never gave me
I never lied and I never faked it
Only wanted for you to save me
This love, it ain't over yet
There's too much that I haven't said
[Chorus]
Did you find the note that I wrote?
I hid it in the seam of your coat
It was hard to write with a lump in my throat
Do you even know that I can't let go?

[Verse 2]
Why were you so cold? Let the truth be told
Tell me, was it all for the thrill?
What was I thinking? I gave you everything
But you still went for the kill

[Pre-Chorus]
I gave you heaven on a platter baby
I gave you everything you never gave me
I never lied and I never faked it
Only wanted for you to save me

[Chorus]
Did you find the note that I wrote?
I hid it in the seam of your coat
It was hard to write with a lump in my throat
Do you even know that I can't let go?

[Bridge]
Oooh, sometimes I feel like I'm in the dark
Oooh, I thought I'd die in your arms";2015-11-20
39;25 (Target Exclusive);13.0;Lay Me Down;"[Verse 1]
I would never lie to you unless you tell me to
Every part of me, all my words to hold
And hold against me, why won't you let it be?

[Pre-Chorus]
Don't you ever say my love, ""open up your heart""
No I'm not gonna do it standing up
The words don't come out right when you're right in front of me
Help me baby, won't you turn off the lights
[Chorus]
Lay me down ('til the morning)
Lay me down (through the night)
Lay me down (I can fall in)
Lay me down (Won’t you)
Lay me down (I can baby)
Lay me down (Someone believe me)

[Verse 2]
I would never break the rules unless you tell me to
You can read my mind, be it truth or lies
Lie down beside me, why won't you let it be?

[Pre-Chorus]
Don't you ever say my love opened up your heart
No I'm not gonna do it standing up
The words don't come out right when you're right in front of me
Help me baby, won't you turn off the lights

[Chorus]
Lay me down ('til the morning)
Lay me down (through the night)
Lay me down (I can fall in)
Lay me down (Won't you)
Lay me down (I can baby)
Lay me down (Someone believe me)";2015-11-20
40;25 (Target Exclusive);14.0;Why Do You Love Me;"[Intro]
Why do you love me, do you love me?
Why do you love me, do you love me?
Why do you love me, do you love me?
Why do you love me?
Why do you love me, do you love me?
Why do you love me, do you love me?
Why do you love me, do you love me?
Why do you love me?

[Verse 1]
Why do you love me?
There must be something in the water
'Cause, baby, I'm in deeper than I knew
How do you keep me coming back for more
After all we've been through?
[Pre-Chorus]
I can't decide if I should run and hide

[Chorus]
It's above and beyond me, it's out of my hands
Your love drives me crazy, it's hard to understand
Just why I want you to love me
I want you to love me
I want you to love me
I want you to love me

[Verse 2]
Who knows why I love you
It could be something in the air I breathe
Whatever it is, I depend on it
And where does the time go?
I spend every single moment daydreaming of you

[Pre-Chorus]
I can't describe how I feel, it feels right

[Chorus]
It's above and beyond me, it's out of my hands
Your love drives me crazy, it's hard to understand
Just why I want you to love me
I want you to love me
I want you to love me
I want you to love me";2015-11-20
41;25 ;1.0;Hello;"[Verse 1]
Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet

[Pre-Chorus]
There's such a difference between us
And a million miles
[Chorus]
Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least, I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore

[Verse 2]
Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?

[Pre-Chorus]
It's no secret that the both of us
Are running out of time
[Chorus]
So hello from the other side (Other side)
I must've called a thousand times (Thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (Outside)
At least, I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore";2015-10-23
42;25 ;2.0;Send My Love (To Your New Lover);"[Intro]
Just the guitar?
Okay, cool

[Verse 1]
This was all you, none of it me
You put your hands on, on my body and told me
Mmm, told me you were ready
For the big one, for the big jump
I'd be your last love, everlasting, you and me
Mmm, that was what you told me
[Pre-Chorus]
I'm giving you up
I've forgiven it all
You set me free

[Chorus]
Send my love to your new lover
Treat her better
We've gotta let go of all of our ghosts
We both know we ain't kids no more
Send my love to your new lover
Treat her better
We've gotta let go of all of our ghosts
We both know we ain't kids no more

[Verse 2]
I was too strong, you were trembling
You couldn't handle the hot heat rising (rising)
Mmm, baby, I'm still rising
I was running, you were walking
You couldn't keep up, you were falling down (down)
Mmm, there's only one way down

[Pre-Chorus]
I'm giving you up
I've forgiven it all
You set me free, oh";2015-11-20
43;25 ;3.0;I Miss You;"[Verse 1]
I want every single piece of you
I want your heaven and your oceans too
Treat me soft but touch me cruel
I wanna teach you things you never knew, baby
Bring the floor up to my knees
Let me fall into your gravity
Then kiss me back to life to see
Your body standing over me

[Pre-Chorus]
Baby, don't let the lights go down
Baby, don't let the lights go down
Baby, don't let the lights go down
Lights go down, lights go down
Lights go down, lights go down
Down, down, down
[Chorus]
I miss you when the lights go out
It illuminates all of my doubts
Pull me in, hold me tight, don't let go
Baby, give me light
I miss you when the lights go out
It illuminates all of my doubts
Pull me in, hold me tight, don't let go
Baby, give me light

[Verse 2]
I love the way your body moves
Towards me from across the room
Brushing past my every groove
No one has me like you do, baby
Bring your heart, I'll bring my soul
But be delicate with my ego
I wanna step into your great unknown
With you and me setting the tone

[Pre-Chorus]
Baby, don't let the lights go down
Baby, don't let the lights go down
Baby, don't let the lights go down
Lights go down, lights go down
Lights go down, lights go down
Down, down, down";2015-11-20
44;25 ;4.0;When We Were Young;"[Verse 1]
Everybody loves the things you do
From the way you talk to the way you move
Everybody here is watching you
'Cause you feel like home, you're like a dream come true
But if by chance you're here alone
Can I have a moment before I go?
'Cause I've been by myself all night long
Hoping you're someone I used to know

[Pre-Chorus]
You look like a movie
You sound like a song
My God, this reminds me
Of when we were young
[Chorus]
Let me photograph you in this light
In case it is the last time that we might
Be exactly like we were before we realised
We were sad of getting old, it made us restless
It was just like a movie
It was just like a song

[Verse 2]
I was so scared to face my fears
Nobody told me that you'd be here
And I swear you'd moved overseas
That's what you said when you left me

[Pre-Chorus]
You still look like a movie
You still sound like a song
My God, this reminds me
Of when we were young

[Chorus]
Let me photograph you in this light
In case it is the last time that we might
Be exactly like we were before we realised
We were sad of getting old, it made us restless
It was just like a movie
It was just like a song";2015-11-20
45;25 ;5.0;Remedy;"[Verse 1]
I remember all of the things that I thought I wanted to be
So desperate to find a way out of my world and finally breathe
Right before my eyes I saw my heart, it came to life
This ain't easy, it's not meant to be, every story has its scars

[Chorus]
But when the pain cuts you deep
When the night keeps you from sleeping
Just look and you will see that I will be your remedy
When the world seems so cruel
And your heart makes you feel like a fool
I promise you will see that I will be
I will be your remedy
[Verse 2]
No river is too wide or too deep for me to swim to you
Come whatever, I'll be the shelter that won't let the rain come through
Your love, it is my truth and I will always love you
Love you, oh

[Chorus]
When the pain cuts you deep
When the night keeps you from sleeping
Just look and you will see that I will be your remedy
When the world seems so cruel
And your heart makes you feel like a fool
I promise you will see that I will be
I will be your remedy
Ohhh, ohhh
When the pain cuts you deep
When the night keeps you from sleeping
Just look and you will see that I will be, I will be
When the world seems so cruel
And your heart makes you feel like a fool
I promise you will see that I will be, I will be
I will be your remedy, mmm, mm-hmm";2015-11-20
46;25 ;6.0;Water Under the Bridge;"[Verse 1]
If you're not the one for me
Then how come I can bring you to your knees?
If you're not the one for me
Why do I hate the idea of being free?
And if I'm not the one for you
You've gotta stop holding me the way you do
Oh honey, if I’m not the one for you
Why have we been through what we have been through?

[Pre-Chorus]
It's so cold out here in your wilderness
I want you to be my keeper
But not if you are so reckless
[Chorus]
If you're gonna let me down, let me down gently
Don't pretend that you don't want me
Our love ain't water under the bridge
If you're gonna let me down, let me down gently
Don't pretend that you don't want me
Our love ain't water under the bridge
Say that our love ain't water under the bridge

[Verse 2]
What are you waiting for?
You never seem to make it through the door
And who are you hiding from?
It ain't no life to live like you're on the run
Have I ever asked for much?
The only thing that I want is your love

[Chorus]
If you're gonna let me down, let me down gently
Don't pretend that you don't want me
Our love ain't water under the bridge
If you're gonna let me down, let me down gently
Don't pretend that you don't want me
Our love ain't water under the bridge
Say that our love ain't water under the bridge";2015-11-20
47;25 ;7.0;River Lea;"[Verse 1]
Everybody tells me it's 'bout time that I moved on
That I need to learn to lighten up and learn how to be young
But my heart is a valley, it's so shallow and manmade
I'm scared to death if I let you in that you'll see I'm just a fake
Sometimes I feel lonely in the arms of your touch
But I know that's just me 'cause nothing ever is enough
When I was a child I grew up by the River Lea
There was something in the water, now that something's in me

[Pre-Chorus]
Oh, I can't go back, but the reeds are growing out of my fingertips
I can't go back to the river
[Chorus]
But, it's in my roots, in my veins
In my blood and I stain every heart that I use to heal the pain
Oh, it's in my roots, in my veins
In my blood and I stain every heart that I use to heal the pain
So, I blame it on the River Lea, the River Lea, the River Lea
Yeah, I blame it on the River Lea, the River Lea, the River Lea

[Verse 2]
I should probably tell you now before it's way too late
That I never meant to hurt you or lie straight to your face
Consider this my apology, I know it's years in advance
But, I would rather say it now in case I never get the chance

[Pre-Chorus]
No, I can't go back, but the reeds are growing out of my fingertips
I can't go back to the river

[Chorus]
But, it's in my roots, in my veins
In my blood and I stain every heart that I use to heal the pain
Oh, it's in my roots, in my veins
In my blood and I stain every heart that I use to heal the pain
So, I blame it on the River Lea, the River Lea, the River Lea
Yeah, I blame it on the River Lea, the River Lea, the River Lea
So, I blame it on the River Lea, the River Lea, the River Lea
Yeah, I blame it on the River Lea, the River Lea, the River Lea";2015-11-20
48;25 ;8.0;Love in the Dark;"[Verse 1]
Take your eyes off of me so I can leave
I'm far too ashamed to do it with you watching me
This is never ending, we have been here before
But I can't stay this time 'cause I don't love you anymore

[Pre-Chorus]
Please stay where you are, don't come any closer
Don't try to change my mind, I'm being cruel to be kind

[Chorus]
I can't love you in the dark
It feels like we're oceans apart
There is so much space between us
Baby, we're already defeated
Ah-yeah-yeah-yeah-yeah-yeah-yeah-yeah, everything changed me
[Verse 2]
You have given me something that I can't live without
You mustn't underestimate that when you are in doubt
But I don't want to carry on like everything is fine
The longer we ignore it all, the more that we will fight

[Pre-Chorus]
Please don't fall apart, I can't face your breaking heart
I'm trying to be brave, stop asking me to stay

[Chorus]
I can't love you in the dark
It feels like we're oceans apart
There is so much space between us
Baby, we're already defeated
Ah-yeah-yeah-yeah-yeah-yeah-yeah-yeah, everything changed me

[Bridge]
We're not the only ones
I don't regret a thing
Every word I've said
You know I'll always mean
It is the world to me
That you are in my life
But I want to live and not just survive";2015-11-20
49;25 ;9.0;Million Years Ago;"[Produced by Greg Kurstin]

[Verse 1]
I only wanted to have fun
Learning to fly, learning to run
I let my heart decide the way
When I was young
Deep down, I must have always known
That this would be inevitable
To earn my stripes, I'd have to pay
And bare my soul
[Chorus 1]
I know I'm not the only one
Who regrets the things they've done
Sometimes, I just feel it's only me
Who can't stand the reflection that they see
I wish I could live a little more
Look up to the sky, not just the floor
I feel like my life is flashing by
And all I can do is watch and cry
I miss the air, I miss my friends
I miss my mother, I miss it when
Life was a party to be thrown
But that was a million years ago

[Verse 2]
When I walk around all of the streets
Where I grew up and found my feet
They can't look me in the eye
It's like they're scared of me
I try to think of things to say
Like a joke or a memory
But they don't recognize me now
In the light of day

[Chorus 2]
I know I'm not the only one
Who regrets the things they've done
Sometimes, I just feel it's only me
Who never became who they thought they'd be
I wish I could live a little more
Look up to the sky, not just the floor
I feel like my life is flashing by
And all I can do is watch and cry
I miss the air, I miss my friends
I miss my mother, I miss it when
Life was a party to be thrown
But that was a million years ago
[Outro]
A million years ago";2015-11-20
50;25 ;10.0;All I Ask;"[Verse 1]
I will leave my heart at the door
I won't say a word
They've all been said before, you know
So why don't we just play pretend
Like we're not scared of what is coming next
Or scared of having nothing left?

[Pre-Chorus]
Look, don't get me wrong
I know there is no tomorrow
All I ask is
[Chorus]
If this is my last night with you
Hold me like I'm more than just a friend
Give me a memory I can use
Take me by the hand while we do
What lovers do
It matters how this ends
'Cause what if I never love again?

[Verse 2]
I don't need your honesty
It's already in your eyes
And I'm sure my eyes, they speak for me
No one knows me like you do
And since you're the only one that mattered
Tell me, who do I run to?

[Pre-Chorus]
Look, don't get me wrong
I know there is no tomorrow
All I ask is

[Chorus]
If this is my last night with you
Hold me like I'm more than just a friend
Give me a memory I can use
Take me by the hand while we do
What lovers do
It matters how this ends
'Cause what if I never love again?";2015-11-20
51;25 ;11.0;Sweetest Devotion;"[Intro]

[Verse 1]
With your loving, there ain't nothing that I can't adore
The way I'm running with you, honey
Means we can break every law
I find it funny that you're the only one I never looked for
There is something in your loving that tears down my walls

[Pre-Chorus]
I wasn't ready then, I'm ready now
I'm heading straight for you
You will only be eternally
The one that I belong to
[Chorus]
The sweetest devotion
Hit me like an explosion
All of my life, I've been frozen
The sweetest devotion I know

[Verse 2]
I'll forever be whatever you want me to be
I'll go under and all over for your clarity
When you wonder if I'm gonna lose my way home
Just remember, that come whatever, I'll be yours all along

[Pre-Chorus]
I wasn't ready then, I'm ready now
I'm heading straight for you
You will only be eternally
The one that I belong to

[Chorus]
The sweetest devotion
Hit me like an explosion
All of my life, I've been frozen
The sweetest devotion I know

[Bridge]
I've been looking for you, baby
In every face that I've ever known
And there is something 'bout the way you love me
That finally feels like home
You're my light, you're my darkness
You're the right kind of madness
You're my hope, you're my despair
You're my scope of everything, everywhere";2015-11-20
52;25 ;;25 Thank You Letter;"Thank you for the time I've been given
Thank you to everybody for your love and kindness, for your honesty and persuasion
Thank you for telling me how it is but entertaining what I wanted it to be
Thank you for listening and for letting me into your lives again

Love Adele x";2015-11-20
53;25 ;;25 [Booklet];;2015-11-20
54;Live at the Royal Albert Hall;1.0;Hometown Glory;"[Verse 1]
I've been walking in the same way as I did
Missing out the cracks in the pavement
And tutting my heel and strutting my feet
""Is there anything I can do for you dear?""
""Is there anyone I could call?""
""No and thank you, please madame
I ain't lost, just wandering""

[Chorus]
'Round my hometown
Memories are fresh
'Round my hometown
Ooh, the people I've met
Are the wonders of my world
Are the wonders of my world
Are the wonders of this world
Are the wonders now
[Verse 2]
I like it in the city
When the air is so thick and opaque
I love it to see everybody in short skirts, shorts and shades
I like it in the city when two worlds collide
You get the people and the government
Everybody taking different sides

[Refrain]
Shows that we ain't gonna stand shit
Shows that we are united
Shows that we ain't gonna take it
Shows that we ain't gonna stand shit
Shows that we are united

[Chorus]
'Round my hometown
Memories are fresh
'Round my hometown
Ooh, the people I've met, yeah

[Outro]
Doo-da-da-da-da-da-da-da-dah, yeah
Doo-da-da-da-da-da-da-da-dah, yeah
Doo-doo-doo-doo ooh-ooh yeah
Yeah, yeah-ey
Are the wonders of my world
Are the wonders of my world
Are the wonders of this world
Are the wonders of my world
Of my world
Yeah, of my world
Of my world, yeah";2007-10-22
55;Live at the Royal Albert Hall;2.0;I’ll Be Waiting;"[Verse 1]
Hold me closer one more time
Say that you love me in your last goodbye
Please forgive me for my sins
Yes, I swam dirty waters but you pushed me in
I've seen your face under every sky
Over every border and on every line
You know my heart more than I do
We were the greatest, me and you

[Pre-Chorus]
But we had time against us and miles between us
The heavens cried, I know I left you speechless
But now the sky has cleared and it's blue
And I see my future in you
[Chorus]
I'll be waiting for you when you're ready to love me again
I'll put my hands up
I'll do everything different, I'll be better to you
I'll be waiting for you when you're ready to love me again
I'll put my hands up
I'll be somebody different, I'll be better to you

[Verse 2]
Let me stay here for just one more night
Build your walls around me and pull me to the light
So I can tell you that I was wrong
I was a child then but now I'm willing to learn

[Pre-Chorus]
But we had time against us and miles between us
The heavens cried, I know I left you speechless
But now the sky has cleared and it's blue
And I see my future in you

[Chorus]
I'll be waiting for you when you're ready to love me again
I'll put my hands up
I'll do everything different, I'll be better to you
I'll be waiting for you when you're ready to love me again
I'll put my hands up
I'll be somebody different, I'll be better to you";2011-01-24
56;Live at the Royal Albert Hall;3.0;Don’t You Remember;"[Verse 1]
When will I see you again?
You left with no goodbye, not a single word was said
No final kiss to seal any sins
I had no idea of the state we were in

[Pre-Chorus]
I know I have a fickle heart and a bitterness
And a wandering eye, and a heaviness in my head

[Chorus]
But don't you remember?
Don't you remember?
The reason you loved me before
Baby, please remember me once more
[Verse 2]
When was the last time that you thought of me?
Or have you completely erased me from your memory?
I often think about where I went wrong
The more I do, the less I know

[Pre-Chorus]
But I know I have a fickle heart and a bitterness
And a wandering eye, and a heaviness in my head

[Chorus]
But don't you remember?
Don't you remember?
The reason you loved me before
Baby, please remember me once more

[Bridge]
Gave you the space so you could breathe
I kept my distance so you would be free
In hope that you'd find the missing piece
To bring you back to me

[Chorus]
Why don't you remember?
Don't you remember?
The reason you loved me before
Baby, please remember me once more";2011-01-24
57;Live at the Royal Albert Hall;4.0;Turning Tables;"[Verse 1]
Close enough to start a war
All that I have is on the floor
God only knows what we're fighting for
All that I say, you always say more

[Pre-Chorus]
I can't keep up with your turning tables
Under your thumb, I can't breathe

[Chorus]
So I won't let you close enough to hurt me
No, I won't rescue you to just desert me
I can't give you the heart you think you gave me
It's time to say goodbye to turning tables
To turning tables
[Verse 2]
Under haunted skies, I see you, ooh
Where love is lost, your ghost is found
I braved a hundred storms to leave you
As hard as you try, no, I will never be knocked down

[Pre-Chorus]
I can't keep up with your turning tables
Under your thumb, I can't breathe

[Chorus]
So I won't let you close enough to hurt me
No, I won't rescue you to just desert me
I can't give you the heart you think you gave me
It's time to say goodbye to turning tables
Turning tables

[Bridge]
Next time, I'll be braver
I'll be my own saviour
When the thunder calls for me
Next time, I'll be braver
I'll be my own saviour
Standing on my own two feet

[Chorus]
I won't let you close enough to hurt me
No, I won't rescue you to just desert me
I can't give you the heart you think you gave me
It's time to say goodbye to turning tables
To turning tables
[Outro]
Turning tables, yeah
Turn, no, no-oh, mmm";2011-01-24
58;Live at the Royal Albert Hall;5.0;Set Fire to the Rain;"[Produced by Fraser T Smith]

[Verse 1]
I let it fall, my heart
And as it fell, you rose to claim it
It was dark, and I was over
Until you kissed my lips and you saved me
My hands, they were strong
But my knees were far too weak
To stand in your arms
Without falling to your feet
[Pre-Chorus]
But there's a side to you
That I never knew, never knew
All the things you'd say
They were never true, never true
And the games you'd play
You would always win, always win

[Chorus]
But I set fire to the rain
Watched it pour as I touched your face
Well, it burned while I cried
'Cause I heard it screamin' out your name
Your name

[Verse 2]
When I lay with you
I could stay there, close my eyes
Feel you here forever
You and me together, nothing is better

[Pre-Chorus]
'Cause there's a side to you
That I never knew, never knew
All the things you'd say
They were never true, never true
And the games you'd play
You would always win, always win";2011-01-24
59;Live at the Royal Albert Hall;6.0;If It Hadn’t Been for Love;"[Verse 1]
Never would've hitchhiked to Birmingham
If it hadn't been for love
Never would've caught the train to Louisiana
If it hadn't been for love
Never would've run through the blindin' rain
Without one dollar to my name
If it hadn't been
If it hadn't been for love

Never would've seen the trouble that I'm in
If it hadn't been for love
Would've been gone like a wayward wind
If it hadn't been for love
Nobody knows it better than me
I wouldn't be wishing I was free
If it hadn't been
If it hadn't been for love
[Hook]
Four cold walls against my will
At least I know he's lying still
Four cold walls without parole
Lord have mercy on my soul

[Verse 2]
Never would've gone to that side of town
If it hadn't been for love
Never would've took a mind to track him down
If it hadn't been for love
Never would've loaded up a forty-four
And put myself behind a jailhouse door
If it hadn't been
If it hadn't been for love

[Hook]
Four cold walls against my will
At least I know he's lying still
Four cold walls without parole
Lord have mercy on my soul

[Verse 3]
Never would've hitchhiked to Birmingham
If it hadn't been for love
Never would've caught the train to Louisiana
If it hadn't been for love
Never would've loaded up a forty-four
Put myself behind a jailhouse door
If it hadn't been
If it hadn't been for love";2011-01-24
60;Live at the Royal Albert Hall;7.0;My Same;"[Intro]
Aye, aye, aye-aye
Aye, aye, aye-aye
Aye, aye, aye-aye
Aye, aye, aye-aye

[Chorus]
You said I'm stubborn and I never give in
I think you're stubborn 'cept you're always softening
You say I'm selfish, I agree with you on that
I think you're giving nothing way too much, in fact
I say we've only known each other a year
You say, ""*Pfft*, I've known you longer, my dear""
You like to be so close, I like to be alone
I like to sit on chairs and you prefer the floor
Walking with each other, think we'll never match at all
But we do, but we do, do-do-do
But we do, but we do, do-do-do, do-do-do-do
[Verse]
I thought I knew myself, somehow you know me more
I've never known this, never before
You're the first to make up whenever we argue
I don't know who I'd be if I didn't know you
You're so provocative, I'm so conservative
You're so adventurous, I'm so very cautious, combining
You'd think we wouldn't, we do, but we do, do-do-do
But we do, but we do, do-do-do, do-do-do-do

[Bridge]
Aye, aye, aye-aye
Aye, aye, aye-aye
Your, your-your, your
Your, your-your, your...
Favoritism ain't my thing but
In this situation, I'll be glad
Favoritism ain't my thing but
In this situation, I'll be glad to make an exception (Woah, oh)

[Chorus]
You said I'm stubborn and I never give in
I think you're stubborn 'cept you're always softening
You say I'm selfish, I agree with you on that
I think you're giving nothing way too much, in fact
I say we've only known each other a year
You say, ""*Pfft*, I've known you longer, my dear""
You like to be so close, I like to be alone
I like to sit on chairs and you prefer the floor
Walking with each other, think we'll never match at all
But we do";2008-01-28
61;Live at the Royal Albert Hall;8.0;Take It All;"[Verse 1]
Didn't I give it all? Tried my best
Gave you everything I had, everything and no less
Didn't I do it right? Did I let you down?
Maybe you got too used to, well, having me around
Still, how can you walk away from all my tears?
It's gonna be an empty road without me right here

[Chorus]
But go on and take it (Take it)
Take it all with you
Don't look back (Don't look back)
At this crumbling fool
Just take it all with my love
Take it all with my love
[Verse 2]
Maybe I should leave to help you see
Nothing gets better than this
And this is everything we need
So is it over? Is this really it?
You're giving up so easily
I thought you loved me more than this

[Chorus]
But go on, go on and take it (Take it)
Take it all with you
Don't look back (Don't look back)
At this crumbling fool
Just take it all with my love
Take it all with my love

[Bridge]
I will change if I must
Slow it down and bring it home, I will adjust
Oh, if only, if only you knew
That everything I do is for you

[Chorus]
But go on, go on and take it (Take it)
Take it all with you
Don't look back (Don't look back)
At this crumbling fool
Just take it (Take it)
Take it all with you
Don't look back (Don't look back)
At this crumbling fool
Just take it all with my love
Take it all with my love
Take it all with my love";2011-01-24
62;Live at the Royal Albert Hall;9.0;Rumour Has It;"[Intro]
Ooh, ooh, ooh, ooh

[Verse 1]
She, she ain't real
She ain't gon' be able to love you like I will
She is a stranger
You and I have history, or don't you remember?
Sure, she's got it all
But baby, is that really what you want?
[Pre-Chorus]
Bless your soul, you've got your head in the clouds
She made a fool out of you and, boy, she's bringin' you down
She made your heart melt, but you're cold to the core
Now rumour has it, she ain't got your love anymore

[Chorus]
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)
Rumour has it (Rumour)

[Verse 2]
She is half your age
But I'm guessin' that's the reason that you strayed
I heard you've been missin' me
You've been tellin' people things you shouldn't be
Like when we creep out when she ain't around
Haven't you heard the rumours? (Bless your soul)

[Pre-Chorus]
Bless your soul, you've got your head in the clouds
You made a fool out of me and, boy, you're bringin' me down
You made my heart melt, yet I'm cold to the core
But rumour has it, I'm the one you're leaving her for";2011-01-24
63;Live at the Royal Albert Hall;10.0;Right as Rain (Live at the Royal Albert Hall);"[Verse 1]
Who wants to be right as rain?
It's better when something is wrong
You get excitement in your bones
And everything you do's a game
When night comes, and you're on your own
You can say, ""I chose to be alone""
Who wants to be right as rain?
It's harder when you're on top

[Chorus]
'Cause when hard work don't pay off and I'm tired
There ain't no room in my bed, as far as I'm concerned
So wipe that dirty smile off
We won't be making up, I've cried my heart out
And now I've had enough of love
Oh, yeah
[Verse 2]
And who wants to be riding high
When you'll just crumble back on down?
You give up everything you are
And even then, you don't get far
They make believe that everything
Is exactly what it seems
But at least when you're at your worst
You know how to feel things

[Chorus]
See, when hard work don't pay off and I'm tired
There ain't no room in my bed, as far as I'm concerned
So wipe that dirty smile off
We won't be making up, I've cried my heart out
And now, I've had enough of (love)

[Bridge]
Go ahead and steal my heart to make me cry again
'Cause it will never hurt as much it did then
When we were both right, and no one had blame
But now, I give up on this endless game

[Chorus]
No room in my bed, as far as I'm concerned
So wipe that dirty smile off
We won't be making up, I've cried my heart out
And now, I've had enough of love";2011-11-25
64;Live at the Royal Albert Hall;11.0;One and Only (Live at the Royal Albert Hall);"[Verse 1]
You've been on my mind
I grow fonder every day
Lose myself in time
Just thinking of your face
God only knows
Why it's taken me so long
To let my doubts go
You're the only one that I wanted

[Pre-Chorus]
I don't know why I'm scared
‘Cause I've been here before
With every feeling, every word
I've imagined it all
You'll never know if you never try
To forgive your past and simply be mine
[Chorus]
I dare you to let me be your
Your one and only
I promise I'm worthy
To hold in your arms
So come on and give me the chance
To prove I am the one who can
Walk that mile
Until the end starts

[Verse 2]
Have I been on your mind?
Do you hang on every word I say?
Lose yourself in time
At the mention of my name?
Will I ever know
How it feels to hold you close?
And have you tell me
Whichever road I choose, you'll go

[Pre-Chorus]
I don't know why I'm scared
'Cause we've been here before
With every feeling, every word
I've imagined it all
You'll never know if you never try
To forgive my past and simply be mine";2011-11-25
65;Live at the Royal Albert Hall;12.0;Lovesong;"[Verse 1]
Whenever I'm alone with you
You make me feel like I am home again
Whenever I'm alone with you
You make me feel like I am whole again

[Verse 2]
Whenever I'm alone with you
You make me feel like I am young again
Whenever I'm alone with you
You make me feel like I am fun again
[Chorus]
However far away, I will always love you
However long I stay, I will always love you
Whatever words I say, I will always love you
I will always love you

[Verse 3]
Whenever I'm alone with you
You make me feel like I am free again
Whenever I'm alone with you
You make me feel like I am clean again

[Chorus]
However far away, I will always love you
However long I stay, I will always love you
Whatever words I say, I will always love you
I will always love you
However far away, I will always love you
However long I stay, I will always love you
Whatever words I say, I will always love you
I'll always love you

[Outro]
I'll always love you
'Cause I love you
Love, love";2011-01-24
